sep=	
time (source1)	x	time (source1)	y	time (source1)	z
97.868	32	97.866	196	97.867	-1012
97.897	36	97.901	200	97.896	-1020
97.932	32	97.924	200	97.924	-1016
97.955	28	97.95	192	97.952	-1020
97.981	36	97.985	200	97.98	-1024
98.017	36	98.006	192	98.01	-1024
98.037	28	98.034	200	98.037	-1008
98.064	32	98.08	204	98.065	-1016
98.109	32	98.091	200	98.092	-1012
98.122	32	98.119	200	98.12	-1020
98.15	36	98.147	200	98.148	-1020
98.177	36	98.175	200	98.176	-1024
98.207	32	98.21	200	98.211	-1028
98.241	32	98.235	196	98.235	-1024
98.262	32	98.264	192	98.264	-1016
98.296	40	98.291	196	98.292	-1012
98.32	32	98.32	204	98.32	-1012
98.35	32	98.354	204	98.356	-1016
98.386	32	98.376	196	98.376	-1012
98.405	24	98.412	196	98.404	-1020
98.442	36	98.431	204	98.432	-1036
98.463	32	98.462	212	98.461	-1032
98.49	24	98.497	308	98.497	-1020
98.518	-16	98.516	256	98.516	-1012
98.547	20	98.55	204	98.547	-1012
98.581	24	98.576	216	98.572	-1128
98.606	24	98.602	52	98.6	-992
98.633	40	98.627	160	98.627	-1184
98.657	28	98.655	308	98.656	-1032
98.685	128	98.693	224	98.686	-1020
98.713	-8	98.711	180	98.712	-1168
98.741	44	98.741	208	98.74	-1032
98.77	36	98.769	340	98.774	-1048
98.799	24	98.796	244	98.795	-1008
98.825	16	98.828	188	98.823	-1020
98.859	36	98.858	236	98.852	-976
98.89	12	98.886	320	98.88	-988
98.909	-4	98.909	112	98.91	-1284
98.938	132	98.936	64	98.94	-1044
98.966	140	98.965	256	98.968	-1020
98.996	52	98.995	248	98.996	-1024
99.025	-20	99.023	244	99.027	-984
99.054	-20	99.051	240	99.061	-1028
99.082	-12	99.082	232	99.08	-1008
99.113	-16	99.113	232	99.108	-1036
99.145	-8	99.137	228	99.136	-1024
99.167	0	99.163	224	99.163	-996
99.193	-8	99.19	228	99.196	-1024
99.221	-8	99.224	228	99.22	-1024
99.256	-4	99.252	228	99.248	-992
99.281	0	99.274	228	99.275	-1036
99.305	8	99.313	228	99.31	-1020
99.346	0	99.337	216	99.332	-1016
99.369	0	99.364	220	99.361	-1020
99.396	-4	99.387	220	99.387	-1008
99.417	0	99.418	228	99.416	-1004
99.447	0	99.445	220	99.444	-1012
99.474	0	99.471	228	99.471	-1016
99.502	-4	99.509	224	99.508	-1012
99.53	-4	99.535	216	99.533	-1012
99.566	-8	99.562	228	99.556	-1004
99.594	4	99.585	220	99.584	-1008
99.617	-4	99.611	228	99.614	-1016
99.642	-8	99.647	228	99.648	-1016
99.669	-8	99.677	216	99.672	-1000
99.708	-8	99.7	220	99.7	-1012
99.733	-4	99.728	224	99.732	-1016
99.758	4	99.764	228	99.756	-1012
99.794	-8	99.785	224	99.783	-1004
99.817	-4	99.811	232	99.812	-1016
99.841	4	99.848	224	99.84	-996
99.869	-8	99.871	224	99.868	-1012
99.904	4	99.895	232	99.895	-1016
99.927	-4	99.935	228	99.928	-1016
99.953	8	99.957	216	99.961	-1012
99.99	0	99.981	224	99.98	-1012
100.012	4	100.014	232	100.007	-1012
100.046	4	100.035	220	100.036	-1008
100.065	0	100.063	220	100.069	-1020
100.093	-4	100.097	220	100.092	-1012
100.129	0	100.12	224	100.12	-1016
100.152	0	100.146	216	100.148	-1004
100.177	8	100.182	224	100.178	-1004
100.206	0	100.207	228	100.204	-1016
100.24	-4	100.231	216	100.231	-1016
100.263	0	100.258	216	100.26	-1024
100.289	4	100.286	236	100.288	-1012
100.317	-4	100.319	216	100.318	-1012
100.352	4	100.35	224	100.347	-1016
100.382	4	100.373	220	100.376	-1008
100.404	0	100.402	228	100.403	-1024
100.433	-8	100.436	224	100.437	-1020
100.469	-8	100.464	228	100.466	-1016
100.491	0	100.49	220	100.489	-1012
100.522	0	100.518	224	100.521	-1012
100.55	4	100.548	220	100.549	-1008
100.574	0	100.573	236	100.572	-1008
100.605	-4	100.602	232	100.601	-1008
100.633	0	100.633	224	100.631	-1016
100.665	-4	100.655	232	100.656	-1024
100.686	-8	100.686	228	100.688	-1016
100.714	-4	100.718	228	100.719	-1016
100.742	0	100.748	224	100.74	-1008
100.772	-4	100.771	224	100.768	-1012
100.802	0	100.801	224	100.797	-1008
100.834	-4	100.824	224	100.823	-1004
100.854	0	100.855	224	100.852	-1012
100.883	-8	100.883	228	100.881	-1020
100.915	0	100.907	220	100.907	-1012
100.938	-8	100.935	220	100.981	-1016
100.966	0	100.984	224	101.016	-1008
101.014	4	101.042	232	101.047	-1012
101.073	4	101.088	224	101.054	-1072
101.101	0	101.1	232	101.065	-1020
101.132	-4	101.107	180	101.082	-1004
101.138	12	101.118	212	101.108	-1008
101.15	0	101.135	216	101.136	-1004
101.166	0	101.166	220	101.164	-1024
101.197	8	101.19	212
101.221	8	101.218	224
101.249	-8
