X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-79.854063,43.259198,"0","0","230",86.9,2025/10/26 01:36:09+00,,,,,,,,,,,,,,,,,,,,,
-79.85405,43.259194,"0","0","231",86.9,2025/10/26 01:36:10+00,,,,,,,,,,,,,,,,,,,,,
-79.854041,43.25919,"0","0","232",86.9,2025/10/26 01:36:11+00,,,,,,,,,,,,,,,,,,,,,
-79.854032,43.259187,"0","0","233",86.9,2025/10/26 01:36:12+00,,,,,,,,,,,,,,,,,,,,,
-79.853872,43.259173,"0","0","234",86.9,2025/10/26 01:37:06+00,,,,,,,,,,,,,,,,,,,,,
-79.853859,43.259172,"0","0","235",86.9,2025/10/26 01:37:07+00,,,,,,,,,,,,,,,,,,,,,
-79.853845,43.259169,"0","0","236",86.9,2025/10/26 01:37:08+00,,,,,,,,,,,,,,,,,,,,,
-79.853833,43.259167,"0","0","237",86.9,2025/10/26 01:37:09+00,,,,,,,,,,,,,,,,,,,,,
-79.85382,43.259163,"0","0","238",86.9,2025/10/26 01:37:10+00,,,,,,,,,,,,,,,,,,,,,
-79.85381,43.259161,"0","0","239",86.9,2025/10/26 01:37:11+00,,,,,,,,,,,,,,,,,,,,,
-79.853802,43.25916,"0","0","240",86.9,2025/10/26 01:37:12+00,,,,,,,,,,,,,,,,,,,,,
-79.853792,43.25916,"0","0","241",86.9,2025/10/26 01:37:13+00,,,,,,,,,,,,,,,,,,,,,
-79.853781,43.259159,"0","0","242",86.9,2025/10/26 01:37:14+00,,,,,,,,,,,,,,,,,,,,,
-79.853771,43.259156,"0","0","243",86.9,2025/10/26 01:37:15+00,,,,,,,,,,,,,,,,,,,,,
-79.853766,43.259154,"0","0","244",86.9,2025/10/26 01:37:16+00,,,,,,,,,,,,,,,,,,,,,
-79.853762,43.259153,"0","0","245",86.9,2025/10/26 01:37:17+00,,,,,,,,,,,,,,,,,,,,,
-79.853757,43.259151,"0","0","246",86.9,2025/10/26 01:37:18+00,,,,,,,,,,,,,,,,,,,,,
-79.853753,43.259149,"0","0","247",86.9,2025/10/26 01:37:19+00,,,,,,,,,,,,,,,,,,,,,
-79.853748,43.259147,"0","0","248",86.9,2025/10/26 01:37:20+00,,,,,,,,,,,,,,,,,,,,,
-79.853744,43.259146,"0","0","249",86.9,2025/10/26 01:37:21+00,,,,,,,,,,,,,,,,,,,,,
-79.853739,43.259144,"0","0","250",86.9,2025/10/26 01:37:22+00,,,,,,,,,,,,,,,,,,,,,
-79.853735,43.259142,"0","0","251",86.9,2025/10/26 01:37:23+00,,,,,,,,,,,,,,,,,,,,,
-79.85373,43.25914,"0","0","252",86.9,2025/10/26 01:37:24+00,,,,,,,,,,,,,,,,,,,,,
-79.853726,43.259139,"0","0","253",86.9,2025/10/26 01:37:25+00,,,,,,,,,,,,,,,,,,,,,
-79.853721,43.259137,"0","0","254",86.9,2025/10/26 01:37:26+00,,,,,,,,,,,,,,,,,,,,,
-79.853717,43.259135,"0","0","255",86.9,2025/10/26 01:37:27+00,,,,,,,,,,,,,,,,,,,,,
-79.853702,43.259133,"0","0","256",86.9,2025/10/26 01:37:28+00,,,,,,,,,,,,,,,,,,,,,
-79.853689,43.259133,"0","0","257",86.9,2025/10/26 01:37:29+00,,,,,,,,,,,,,,,,,,,,,
-79.853681,43.259132,"0","0","258",86.9,2025/10/26 01:37:30+00,,,,,,,,,,,,,,,,,,,,,
-79.853671,43.259134,"0","0","259",86.9,2025/10/26 01:37:31+00,,,,,,,,,,,,,,,,,,,,,
-79.85366,43.259135,"0","0","260",86.9,2025/10/26 01:37:32+00,,,,,,,,,,,,,,,,,,,,,
-79.853652,43.259136,"0","0","261",86.9,2025/10/26 01:37:33+00,,,,,,,,,,,,,,,,,,,,,
-79.853643,43.259135,"0","0","262",86.9,2025/10/26 01:37:34+00,,,,,,,,,,,,,,,,,,,,,
-79.853631,43.259134,"0","0","263",86.9,2025/10/26 01:37:35+00,,,,,,,,,,,,,,,,,,,,,
-79.853618,43.259132,"0","0","264",86.9,2025/10/26 01:37:36+00,,,,,,,,,,,,,,,,,,,,,
-79.853606,43.259128,"0","0","265",86.9,2025/10/26 01:37:37+00,,,,,,,,,,,,,,,,,,,,,
-79.853595,43.259126,"0","0","266",86.8,2025/10/26 01:37:38+00,,,,,,,,,,,,,,,,,,,,,
-79.853584,43.259123,"0","0","267",86.8,2025/10/26 01:37:39+00,,,,,,,,,,,,,,,,,,,,,
-79.853572,43.259118,"0","0","268",86.8,2025/10/26 01:37:40+00,,,,,,,,,,,,,,,,,,,,,
-79.85356,43.259113,"0","0","269",86.8,2025/10/26 01:37:41+00,,,,,,,,,,,,,,,,,,,,,
-79.85355,43.259109,"0","0","270",86.8,2025/10/26 01:37:42+00,,,,,,,,,,,,,,,,,,,,,
-79.853541,43.259106,"0","0","271",86.8,2025/10/26 01:37:43+00,,,,,,,,,,,,,,,,,,,,,
-79.853534,43.259104,"0","0","272",86.8,2025/10/26 01:37:44+00,,,,,,,,,,,,,,,,,,,,,
-79.853529,43.259102,"0","0","273",86.8,2025/10/26 01:37:45+00,,,,,,,,,,,,,,,,,,,,,
-79.853525,43.2591,"0","0","274",86.8,2025/10/26 01:37:46+00,,,,,,,,,,,,,,,,,,,,,
-79.853519,43.259094,"0","0","275",86.8,2025/10/26 01:37:47+00,,,,,,,,,,,,,,,,,,,,,
-79.85351,43.259088,"0","0","276",86.8,2025/10/26 01:37:48+00,,,,,,,,,,,,,,,,,,,,,
-79.853499,43.259081,"0","0","277",86.8,2025/10/26 01:37:49+00,,,,,,,,,,,,,,,,,,,,,
-79.853486,43.259076,"0","0","278",86.8,2025/10/26 01:37:50+00,,,,,,,,,,,,,,,,,,,,,
-79.853473,43.259072,"0","0","279",86.8,2025/10/26 01:37:51+00,,,,,,,,,,,,,,,,,,,,,
-79.853461,43.259068,"0","0","280",86.8,2025/10/26 01:37:52+00,,,,,,,,,,,,,,,,,,,,,
-79.853447,43.259065,"0","0","281",86.8,2025/10/26 01:37:53+00,,,,,,,,,,,,,,,,,,,,,
-79.853435,43.259063,"0","0","282",86.8,2025/10/26 01:37:54+00,,,,,,,,,,,,,,,,,,,,,
-79.853422,43.259062,"0","0","283",86.8,2025/10/26 01:37:55+00,,,,,,,,,,,,,,,,,,,,,
-79.853407,43.25906,"0","0","284",86.8,2025/10/26 01:37:56+00,,,,,,,,,,,,,,,,,,,,,
-79.853392,43.259057,"0","0","285",86.8,2025/10/26 01:37:57+00,,,,,,,,,,,,,,,,,,,,,
-79.853379,43.259056,"0","0","286",86.8,2025/10/26 01:37:58+00,,,,,,,,,,,,,,,,,,,,,
-79.853371,43.259055,"0","0","287",86.8,2025/10/26 01:37:59+00,,,,,,,,,,,,,,,,,,,,,
-79.853365,43.259053,"0","0","288",86.7,2025/10/26 01:38:00+00,,,,,,,,,,,,,,,,,,,,,
-79.85336,43.259052,"0","0","289",86.7,2025/10/26 01:38:01+00,,,,,,,,,,,,,,,,,,,,,
-79.853351,43.259048,"0","0","290",86.7,2025/10/26 01:38:02+00,,,,,,,,,,,,,,,,,,,,,
-79.853338,43.259044,"0","0","291",86.7,2025/10/26 01:38:03+00,,,,,,,,,,,,,,,,,,,,,
-79.853328,43.259041,"0","0","292",86.6,2025/10/26 01:38:04+00,,,,,,,,,,,,,,,,,,,,,
-79.85332,43.259039,"0","0","293",86.6,2025/10/26 01:38:05+00,,,,,,,,,,,,,,,,,,,,,
-79.853312,43.259037,"0","0","294",86.6,2025/10/26 01:38:06+00,,,,,,,,,,,,,,,,,,,,,
-79.853301,43.259034,"0","0","295",86.5,2025/10/26 01:38:07+00,,,,,,,,,,,,,,,,,,,,,
-79.853287,43.25903,"0","0","296",86.5,2025/10/26 01:38:08+00,,,,,,,,,,,,,,,,,,,,,
-79.853272,43.259027,"0","0","297",86.5,2025/10/26 01:38:09+00,,,,,,,,,,,,,,,,,,,,,
-79.85326,43.259024,"0","0","298",86.4,2025/10/26 01:38:10+00,,,,,,,,,,,,,,,,,,,,,
-79.853248,43.259021,"0","0","299",86.4,2025/10/26 01:38:11+00,,,,,,,,,,,,,,,,,,,,,
-79.853237,43.259018,"0","0","300",86.4,2025/10/26 01:38:12+00,,,,,,,,,,,,,,,,,,,,,
-79.853231,43.259016,"0","0","301",86.3,2025/10/26 01:38:13+00,,,,,,,,,,,,,,,,,,,,,
-79.853228,43.259015,"0","0","302",86.3,2025/10/26 01:38:14+00,,,,,,,,,,,,,,,,,,,,,
-79.853221,43.259011,"0","0","303",86.3,2025/10/26 01:38:15+00,,,,,,,,,,,,,,,,,,,,,
-79.853209,43.259005,"0","0","304",86.3,2025/10/26 01:38:16+00,,,,,,,,,,,,,,,,,,,,,
-79.853198,43.259,"0","0","305",86.2,2025/10/26 01:38:17+00,,,,,,,,,,,,,,,,,,,,,
-79.853188,43.258995,"0","0","306",86.2,2025/10/26 01:38:18+00,,,,,,,,,,,,,,,,,,,,,
-79.853174,43.25899,"0","0","307",86.2,2025/10/26 01:38:19+00,,,,,,,,,,,,,,,,,,,,,
-79.853157,43.258987,"0","0","308",86.1,2025/10/26 01:38:20+00,,,,,,,,,,,,,,,,,,,,,
-79.853145,43.258985,"0","0","309",86.1,2025/10/26 01:38:21+00,,,,,,,,,,,,,,,,,,,,,
-79.853125,43.258979,"0","0","310",86,2025/10/26 01:38:22+00,,,,,,,,,,,,,,,,,,,,,
-79.853115,43.258976,"0","0","311",86,2025/10/26 01:38:23+00,,,,,,,,,,,,,,,,,,,,,
-79.853106,43.258973,"0","0","312",86,2025/10/26 01:38:24+00,,,,,,,,,,,,,,,,,,,,,
-79.853096,43.25897,"0","0","313",85.9,2025/10/26 01:38:25+00,,,,,,,,,,,,,,,,,,,,,
-79.853082,43.258965,"0","0","314",85.9,2025/10/26 01:38:26+00,,,,,,,,,,,,,,,,,,,,,
-79.85307,43.258962,"0","0","315",85.9,2025/10/26 01:38:27+00,,,,,,,,,,,,,,,,,,,,,
-79.853058,43.25896,"0","0","316",85.8,2025/10/26 01:38:28+00,,,,,,,,,,,,,,,,,,,,,
-79.853044,43.258956,"0","0","317",85.8,2025/10/26 01:38:29+00,,,,,,,,,,,,,,,,,,,,,
-79.853032,43.258953,"0","0","318",85.8,2025/10/26 01:38:30+00,,,,,,,,,,,,,,,,,,,,,
-79.853022,43.258951,"0","0","319",85.7,2025/10/26 01:38:31+00,,,,,,,,,,,,,,,,,,,,,
-79.853015,43.258952,"0","0","320",85.7,2025/10/26 01:38:32+00,,,,,,,,,,,,,,,,,,,,,
-79.853011,43.258957,"0","0","321",85.7,2025/10/26 01:38:33+00,,,,,,,,,,,,,,,,,,,,,
-79.853,43.25896,"0","0","322",85.7,2025/10/26 01:38:34+00,,,,,,,,,,,,,,,,,,,,,
-79.85299,43.25896,"0","0","323",85.7,2025/10/26 01:38:35+00,,,,,,,,,,,,,,,,,,,,,
-79.852983,43.258958,"0","0","324",85.6,2025/10/26 01:38:36+00,,,,,,,,,,,,,,,,,,,,,
-79.852975,43.258955,"0","0","325",85.6,2025/10/26 01:38:37+00,,,,,,,,,,,,,,,,,,,,,
-79.852966,43.258953,"0","0","326",85.6,2025/10/26 01:38:38+00,,,,,,,,,,,,,,,,,,,,,
-79.852955,43.25895,"0","0","327",85.6,2025/10/26 01:38:39+00,,,,,,,,,,,,,,,,,,,,,
-79.852942,43.258949,"0","0","328",85.5,2025/10/26 01:38:40+00,,,,,,,,,,,,,,,,,,,,,
-79.85293,43.258948,"0","0","329",85.5,2025/10/26 01:38:41+00,,,,,,,,,,,,,,,,,,,,,
-79.852916,43.258947,"0","0","330",85.5,2025/10/26 01:38:42+00,,,,,,,,,,,,,,,,,,,,,
-79.852904,43.258943,"0","0","331",85.4,2025/10/26 01:38:43+00,,,,,,,,,,,,,,,,,,,,,
-79.852896,43.258939,"0","0","332",85.4,2025/10/26 01:38:44+00,,,,,,,,,,,,,,,,,,,,,
-79.852892,43.258934,"0","0","333",85.4,2025/10/26 01:38:45+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","334",85.4,2025/10/26 01:38:46+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","335",85.4,2025/10/26 01:38:47+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","336",85.4,2025/10/26 01:38:48+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","337",85.4,2025/10/26 01:38:49+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","338",85.4,2025/10/26 01:38:50+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","339",85.4,2025/10/26 01:38:51+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","340",85.4,2025/10/26 01:38:52+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","341",85.4,2025/10/26 01:38:53+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","342",85.4,2025/10/26 01:38:54+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","343",85.4,2025/10/26 01:38:55+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","344",85.4,2025/10/26 01:38:56+00,,,,,,,,,,,,,,,,,,,,,
-79.85289,43.258931,"0","0","345",85.4,2025/10/26 01:38:57+00,,,,,,,,,,,,,,,,,,,,,
-79.852885,43.258917,"0","0","346",85.3,2025/10/26 01:38:58+00,,,,,,,,,,,,,,,,,,,,,
-79.852878,43.258912,"0","0","347",85.3,2025/10/26 01:38:59+00,,,,,,,,,,,,,,,,,,,,,
-79.852868,43.258907,"0","0","348",85.3,2025/10/26 01:39:00+00,,,,,,,,,,,,,,,,,,,,,
-79.852852,43.258901,"0","0","349",85.2,2025/10/26 01:39:01+00,,,,,,,,,,,,,,,,,,,,,
-79.852836,43.258899,"0","0","350",85.2,2025/10/26 01:39:02+00,,,,,,,,,,,,,,,,,,,,,
-79.852822,43.258897,"0","0","351",85.1,2025/10/26 01:39:03+00,,,,,,,,,,,,,,,,,,,,,
-79.852806,43.258896,"0","0","352",85.1,2025/10/26 01:39:04+00,,,,,,,,,,,,,,,,,,,,,
-79.852788,43.258893,"0","0","353",85.1,2025/10/26 01:39:05+00,,,,,,,,,,,,,,,,,,,,,
-79.852773,43.258891,"0","0","354",85.1,2025/10/26 01:39:06+00,,,,,,,,,,,,,,,,,,,,,
-79.85276,43.258888,"0","0","355",85.1,2025/10/26 01:39:07+00,,,,,,,,,,,,,,,,,,,,,
-79.852749,43.258886,"0","0","356",85.1,2025/10/26 01:39:08+00,,,,,,,,,,,,,,,,,,,,,
-79.852741,43.258884,"0","0","357",85.1,2025/10/26 01:39:09+00,,,,,,,,,,,,,,,,,,,,,
-79.85273,43.258883,"0","0","358",85.1,2025/10/26 01:39:10+00,,,,,,,,,,,,,,,,,,,,,
-79.852719,43.258881,"0","0","359",85.1,2025/10/26 01:39:11+00,,,,,,,,,,,,,,,,,,,,,
-79.852705,43.25888,"0","0","360",85.1,2025/10/26 01:39:12+00,,,,,,,,,,,,,,,,,,,,,
-79.85269,43.258878,"0","0","361",85.1,2025/10/26 01:39:13+00,,,,,,,,,,,,,,,,,,,,,
-79.852676,43.258876,"0","0","362",85.1,2025/10/26 01:39:14+00,,,,,,,,,,,,,,,,,,,,,
-79.852663,43.258876,"0","0","363",85.1,2025/10/26 01:39:15+00,,,,,,,,,,,,,,,,,,,,,
-79.852652,43.258874,"0","0","364",85.1,2025/10/26 01:39:16+00,,,,,,,,,,,,,,,,,,,,,
-79.852644,43.258872,"0","0","365",85.1,2025/10/26 01:39:17+00,,,,,,,,,,,,,,,,,,,,,
-79.852638,43.258868,"0","0","366",85.1,2025/10/26 01:39:18+00,,,,,,,,,,,,,,,,,,,,,
-79.852636,43.258862,"0","0","367",85.1,2025/10/26 01:39:19+00,,,,,,,,,,,,,,,,,,,,,
-79.852636,43.258862,"0","0","368",85.1,2025/10/26 01:39:20+00,,,,,,,,,,,,,,,,,,,,,
-79.852638,43.258859,"0","0","369",85.1,2025/10/26 01:39:21+00,,,,,,,,,,,,,,,,,,,,,
-79.852642,43.25886,"0","0","370",85.1,2025/10/26 01:39:22+00,,,,,,,,,,,,,,,,,,,,,
-79.852642,43.25886,"0","0","371",85.1,2025/10/26 01:39:23+00,,,,,,,,,,,,,,,,,,,,,
-79.852646,43.258865,"0","0","372",85.2,2025/10/26 01:39:24+00,,,,,,,,,,,,,,,,,,,,,
-79.852645,43.258868,"0","0","373",85.2,2025/10/26 01:39:25+00,,,,,,,,,,,,,,,,,,,,,
-79.852646,43.25887,"0","0","374",85.2,2025/10/26 01:39:26+00,,,,,,,,,,,,,,,,,,,,,
-79.852646,43.25887,"0","0","375",85.2,2025/10/26 01:39:27+00,,,,,,,,,,,,,,,,,,,,,
-79.852649,43.258871,"0","0","376",85.2,2025/10/26 01:39:28+00,,,,,,,,,,,,,,,,,,,,,
-79.852644,43.258869,"0","0","377",85.2,2025/10/26 01:39:29+00,,,,,,,,,,,,,,,,,,,,,
-79.852633,43.258867,"0","0","378",85.2,2025/10/26 01:39:30+00,,,,,,,,,,,,,,,,,,,,,
-79.852626,43.258864,"0","0","379",85.2,2025/10/26 01:39:31+00,,,,,,,,,,,,,,,,,,,,,
-79.852621,43.258862,"0","0","380",85.2,2025/10/26 01:39:32+00,,,,,,,,,,,,,,,,,,,,,
-79.852614,43.258861,"0","0","381",85.2,2025/10/26 01:39:33+00,,,,,,,,,,,,,,,,,,,,,
-79.852607,43.25886,"0","0","382",85.2,2025/10/26 01:39:34+00,,,,,,,,,,,,,,,,,,,,,
-79.852601,43.258858,"0","0","383",85.2,2025/10/26 01:39:35+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","384",85.2,2025/10/26 01:39:36+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","385",85.2,2025/10/26 01:39:37+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","386",85.2,2025/10/26 01:39:38+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","387",85.2,2025/10/26 01:39:39+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","388",85.2,2025/10/26 01:39:40+00,,,,,,,,,,,,,,,,,,,,,
-79.852596,43.258855,"0","0","389",85.2,2025/10/26 01:39:41+00,,,,,,,,,,,,,,,,,,,,,
-79.852583,43.258842,"0","0","390",85.2,2025/10/26 01:39:42+00,,,,,,,,,,,,,,,,,,,,,
-79.852579,43.258841,"0","0","391",85.2,2025/10/26 01:39:43+00,,,,,,,,,,,,,,,,,,,,,
-79.852579,43.258841,"0","0","392",85.2,2025/10/26 01:39:44+00,,,,,,,,,,,,,,,,,,,,,
-79.852579,43.258841,"0","0","393",85.2,2025/10/26 01:39:45+00,,,,,,,,,,,,,,,,,,,,,
-79.852579,43.258841,"0","0","394",85.2,2025/10/26 01:39:46+00,,,,,,,,,,,,,,,,,,,,,
-79.852579,43.258841,"0","0","395",85.2,2025/10/26 01:39:47+00,,,,,,,,,,,,,,,,,,,,,
-79.852577,43.25883,"0","0","396",85.2,2025/10/26 01:39:48+00,,,,,,,,,,,,,,,,,,,,,
-79.852577,43.25883,"0","0","397",85.2,2025/10/26 01:39:49+00,,,,,,,,,,,,,,,,,,,,,
-79.852577,43.25883,"0","0","398",85.2,2025/10/26 01:39:50+00,,,,,,,,,,,,,,,,,,,,,
-79.852577,43.25883,"0","0","399",85.2,2025/10/26 01:39:51+00,,,,,,,,,,,,,,,,,,,,,
-79.852577,43.25883,"0","0","400",85.2,2025/10/26 01:39:52+00,,,,,,,,,,,,,,,,,,,,,
-79.852584,43.25882,"0","0","401",85.2,2025/10/26 01:39:53+00,,,,,,,,,,,,,,,,,,,,,
-79.852586,43.258818,"0","0","402",85.2,2025/10/26 01:39:54+00,,,,,,,,,,,,,,,,,,,,,
-79.852587,43.258815,"0","0","403",85.2,2025/10/26 01:39:55+00,,,,,,,,,,,,,,,,,,,,,
-79.852589,43.258813,"0","0","404",85.2,2025/10/26 01:39:56+00,,,,,,,,,,,,,,,,,,,,,
-79.852592,43.258809,"0","0","405",85.2,2025/10/26 01:39:57+00,,,,,,,,,,,,,,,,,,,,,
-79.852592,43.258804,"0","0","406",85.2,2025/10/26 01:39:58+00,,,,,,,,,,,,,,,,,,,,,
-79.852592,43.258803,"0","0","407",85.2,2025/10/26 01:39:59+00,,,,,,,,,,,,,,,,,,,,,
-79.852593,43.258805,"0","0","408",85.2,2025/10/26 01:40:00+00,,,,,,,,,,,,,,,,,,,,,
-79.852595,43.258802,"0","0","409",85.2,2025/10/26 01:40:01+00,,,,,,,,,,,,,,,,,,,,,
-79.852594,43.258802,"0","0","410",85.2,2025/10/26 01:40:02+00,,,,,,,,,,,,,,,,,,,,,
-79.852595,43.258805,"0","0","411",85.2,2025/10/26 01:40:03+00,,,,,,,,,,,,,,,,,,,,,
-79.852589,43.258809,"0","0","412",85.3,2025/10/26 01:40:04+00,,,,,,,,,,,,,,,,,,,,,
-79.852578,43.258809,"0","0","413",85.3,2025/10/26 01:40:05+00,,,,,,,,,,,,,,,,,,,,,
-79.852566,43.258808,"0","0","414",85.3,2025/10/26 01:40:06+00,,,,,,,,,,,,,,,,,,,,,
-79.852559,43.258807,"0","0","415",85.3,2025/10/26 01:40:07+00,,,,,,,,,,,,,,,,,,,,,
-79.852547,43.258806,"0","0","416",85.3,2025/10/26 01:40:08+00,,,,,,,,,,,,,,,,,,,,,
-79.852528,43.258804,"0","0","417",85.3,2025/10/26 01:40:09+00,,,,,,,,,,,,,,,,,,,,,
-79.852515,43.258802,"0","0","418",85.3,2025/10/26 01:40:10+00,,,,,,,,,,,,,,,,,,,,,
-79.852499,43.258801,"0","0","419",85.3,2025/10/26 01:40:11+00,,,,,,,,,,,,,,,,,,,,,
-79.852481,43.258799,"0","0","420",85.3,2025/10/26 01:40:12+00,,,,,,,,,,,,,,,,,,,,,
-79.85246,43.258796,"0","0","421",85.3,2025/10/26 01:40:13+00,,,,,,,,,,,,,,,,,,,,,
-79.852437,43.258793,"0","0","422",85.3,2025/10/26 01:40:14+00,,,,,,,,,,,,,,,,,,,,,
-79.852418,43.25879,"0","0","423",85.3,2025/10/26 01:40:15+00,,,,,,,,,,,,,,,,,,,,,
-79.852399,43.258788,"0","0","424",85.3,2025/10/26 01:40:16+00,,,,,,,,,,,,,,,,,,,,,
-79.852386,43.258785,"0","0","425",85.3,2025/10/26 01:40:17+00,,,,,,,,,,,,,,,,,,,,,
-79.852386,43.258785,"0","0","426",85.3,2025/10/26 01:40:18+00,,,,,,,,,,,,,,,,,,,,,
-79.852386,43.258785,"0","0","427",85.3,2025/10/26 01:40:19+00,,,,,,,,,,,,,,,,,,,,,
-79.852386,43.258785,"0","0","428",85.3,2025/10/26 01:40:20+00,,,,,,,,,,,,,,,,,,,,,
-79.852386,43.258785,"0","0","429",85.3,2025/10/26 01:40:21+00,,,,,,,,,,,,,,,,,,,,,
-79.852371,43.258781,"0","0","430",85.3,2025/10/26 01:40:22+00,,,,,,,,,,,,,,,,,,,,,
-79.85151,43.258715,"0","0","431",85.2,2025/10/26 01:42:00+00,,,,,,,,,,,,,,,,,,,,,
-79.85151,43.25873,"0","0","432",85.1,2025/10/26 01:42:02+00,,,,,,,,,,,,,,,,,,,,,
-79.85151,43.258746,"0","0","433",85.1,2025/10/26 01:42:03+00,,,,,,,,,,,,,,,,,,,,,
-79.851515,43.258774,"0","0","434",85.1,2025/10/26 01:42:04+00,,,,,,,,,,,,,,,,,,,,,
-79.851517,43.258783,"0","0","435",85,2025/10/26 01:42:05+00,,,,,,,,,,,,,,,,,,,,,
-79.85152,43.2588,"0","0","436",85,2025/10/26 01:42:06+00,,,,,,,,,,,,,,,,,,,,,
-79.851524,43.258814,"0","0","437",85,2025/10/26 01:42:07+00,,,,,,,,,,,,,,,,,,,,,
-79.851525,43.258825,"0","0","438",85,2025/10/26 01:42:08+00,,,,,,,,,,,,,,,,,,,,,
-79.851529,43.258834,"0","0","439",85,2025/10/26 01:42:09+00,,,,,,,,,,,,,,,,,,,,,
-79.851532,43.258839,"0","0","440",84.9,2025/10/26 01:42:10+00,,,,,,,,,,,,,,,,,,,,,
-79.851534,43.258845,"0","0","441",84.9,2025/10/26 01:42:11+00,,,,,,,,,,,,,,,,,,,,,
-79.851534,43.258845,"0","0","442",84.9,2025/10/26 01:42:12+00,,,,,,,,,,,,,,,,,,,,,
-79.851534,43.258845,"0","0","443",84.9,2025/10/26 01:42:13+00,,,,,,,,,,,,,,,,,,,,,
-79.851535,43.258848,"0","0","444",84.9,2025/10/26 01:42:14+00,,,,,,,,,,,,,,,,,,,,,
-79.851164,43.260486,"0","0","445",84.9,2025/10/26 01:46:53+00,,,,,,,,,,,,,,,,,,,,,
-79.851167,43.260519,"0","0","446",85,2025/10/26 01:46:54+00,,,,,,,,,,,,,,,,,,,,,
-79.851171,43.260525,"0","0","447",85,2025/10/26 01:46:55+00,,,,,,,,,,,,,,,,,,,,,
-79.851171,43.260539,"0","0","448",85,2025/10/26 01:46:56+00,,,,,,,,,,,,,,,,,,,,,
-79.851177,43.260547,"0","0","449",85,2025/10/26 01:46:57+00,,,,,,,,,,,,,,,,,,,,,
-79.851187,43.260554,"0","0","450",85,2025/10/26 01:46:58+00,,,,,,,,,,,,,,,,,,,,,
-79.8512,43.260558,"0","0","451",85,2025/10/26 01:46:59+00,,,,,,,,,,,,,,,,,,,,,
-79.851212,43.260562,"0","0","452",85,2025/10/26 01:47:00+00,,,,,,,,,,,,,,,,,,,,,
-79.851226,43.260564,"0","0","453",85,2025/10/26 01:47:01+00,,,,,,,,,,,,,,,,,,,,,
-79.85124,43.260565,"0","0","454",85,2025/10/26 01:47:02+00,,,,,,,,,,,,,,,,,,,,,
-79.851256,43.260565,"0","0","455",85,2025/10/26 01:47:03+00,,,,,,,,,,,,,,,,,,,,,
-79.85127,43.260563,"0","0","456",85,2025/10/26 01:47:04+00,,,,,,,,,,,,,,,,,,,,,
-79.851285,43.260561,"0","0","457",85,2025/10/26 01:47:05+00,,,,,,,,,,,,,,,,,,,,,
-79.851299,43.260561,"0","0","458",85,2025/10/26 01:47:06+00,,,,,,,,,,,,,,,,,,,,,
-79.851316,43.260561,"0","0","459",85,2025/10/26 01:47:07+00,,,,,,,,,,,,,,,,,,,,,
-79.85133,43.260563,"0","0","460",85,2025/10/26 01:47:08+00,,,,,,,,,,,,,,,,,,,,,
-79.851345,43.260565,"0","0","461",85.1,2025/10/26 01:47:09+00,,,,,,,,,,,,,,,,,,,,,
-79.851359,43.260567,"0","0","462",85.1,2025/10/26 01:47:10+00,,,,,,,,,,,,,,,,,,,,,
-79.851373,43.260569,"0","0","463",85.1,2025/10/26 01:47:11+00,,,,,,,,,,,,,,,,,,,,,
-79.851384,43.260572,"0","0","464",85.1,2025/10/26 01:47:12+00,,,,,,,,,,,,,,,,,,,,,
-79.851396,43.260576,"0","0","465",85.1,2025/10/26 01:47:13+00,,,,,,,,,,,,,,,,,,,,,
-79.85141,43.260582,"0","0","466",85.1,2025/10/26 01:47:14+00,,,,,,,,,,,,,,,,,,,,,
-79.851423,43.260585,"0","0","467",85.1,2025/10/26 01:47:15+00,,,,,,,,,,,,,,,,,,,,,
-79.851435,43.260589,"0","0","468",85.1,2025/10/26 01:47:16+00,,,,,,,,,,,,,,,,,,,,,
-79.851447,43.260592,"0","0","469",85.1,2025/10/26 01:47:17+00,,,,,,,,,,,,,,,,,,,,,
